Index,Title,Date,URL
159,환자안전 전담인력 업무 핸드북 제작 및 배포 안내 NEW,2024.12.26,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
158,2024년 환자안전을 위해 헌신하신 노고에 감사드립니다. NEW,2024.12.02,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
157,2024년 환자안전위원회 및 전담인력 현황 정기보고 안내 NEW,2024.12.02,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
156,환자안전 전담인력 업무 길라잡이 발간 안내 NEW,2024.11.25,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
155,환자안전 전담인력 한국표준직업분류에 신설,2024.08.13,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
154,2024년 환자안전 보고·환류체계 만족도 조사 당첨자 발표,2024.12.11,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
153,2024년 환자안전사고 보고·환류체계 이용자 만족도 조사 안내,2024.11.20,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
152,근본원인분석 프로그램 설문조사 참여 결과 발표,2024.11.12,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
151,2024년 다같이 더가치 환자안전 캠페인 우수기관 심사 결과 발표,2024.11.08,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
150,2024년 환자안전 환류정보 활용 우수사례 공모전 심사 결과 발표,2024.11.01,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
149,[마감] 환자안전 전담인력 교육 현황 및 요구도 조사 안내,2024.10.29,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
148,"2024년 ""다같이 더가치"" 환자안전 캠페인 지원 물품 디자인 파일 공유",2024.08.23,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
147,"2024년 ""다같이 더가치"" 환자안전 캠페인 참여기관 발표",2024.08.23,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
146,2024년 환자안전 환류정보 활용 우수사례 공모전 개최 안내,2024.08.07,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
145,"2024년 ""다같이 더가치"" 환자안전 캠페인 참여기관 모집 안내('24.8.23. 지원 물품 업데이트)",2024.08.05,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
144,2024년 제1차 환자안전사고 집중보고 안내,2024.06.27,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
143,제2기 지역환자안전센터 지정 공고,2024.06.20,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
142,2024년 지역환자안전센터 지정 공모 (재공모),2024.05.17,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
141,환자안전 전담인력 직무 소개 영상 공유,2024.04.24,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
140,2024년 지역환자안전센터 공모,2024.04.22,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
139,2024년 세계 환자안전의 날 주제 안내('24.6.4. 업데이트),2024.04.17,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
138,근본원인분석(RCA) 툴키트 활용 영상 게시,2024.01.26,https://www.kops.or.kr/portal/board/kopsNotice/boardList.do
