Index,Title,Date,URL
43761,희소·긴급도입 필요 의료기기 신규 지정 안내,2024-12-26,https://www.kha.or.kr/impart/notice/list
43760,「역량있고 신뢰받는 지역병원 육성 및 일차의료 활성화 방안 토론회」 개최 안내,2024-12-26,https://www.kha.or.kr/impart/notice/list
43757,'의료기관 경영지원을 위한 규제개선 방안 및 입법 지원' 연구 설문조사(신용카드 가맹점수수료 관련 현황) 협조 요청,2024-12-26,https://www.kha.or.kr/impart/notice/list
43756,[고시 2024-269] 건강보험 행위 급여·비급여 목록표 및 급여 상대가치점수 정정고시 안내,2024-12-24,https://www.kha.or.kr/impart/notice/list
43755,[고시 2024-268] 약제 급여 목록 및 급여 상한금액표 일부개정 안내,2024-12-24,https://www.kha.or.kr/impart/notice/list
43754,[안내] 의약품 허가사항 변경명령 알림(리바록사반 성분 제제 등 13품목),2024-12-24,https://www.kha.or.kr/impart/notice/list
43753,[안내] 의약품 회수·폐기 명령 알림[삼진제약(주)-'세란드정(알마게이트)' 등 2건],2024-12-24,https://www.kha.or.kr/impart/notice/list
43752,[안내-의견조회] 의약품 품목허가사항 변경지시 관련 의견조회(리도카인 성분 제제),2024-12-24,https://www.kha.or.kr/impart/notice/list
43749,[고시 2024-830] 자동차보험진료수가 심사업무처리에 관한 규정 고시 개정 안내,2024-12-23,https://www.kha.or.kr/impart/notice/list
43748,"「장기이식법」 등 일부개정법률안 의견조회(민형배의원 대표발의, 6589, 6591, 6592)",2024-12-23,https://www.kha.or.kr/impart/notice/list
43761,희소·긴급도입 필요 의료기기 신규 지정 안내,2024-12-26,https://www.kha.or.kr/impart/notice/list
43760,「역량있고 신뢰받는 지역병원 육성 및 일차의료 활성화 방안 토론회」 개최 안내,2024-12-26,https://www.kha.or.kr/impart/notice/list
43757,'의료기관 경영지원을 위한 규제개선 방안 및 입법 지원' 연구 설문조사(신용카드 가맹점수수료 관련 현황) 협조 요청,2024-12-26,https://www.kha.or.kr/impart/notice/list
43756,[고시 2024-269] 건강보험 행위 급여·비급여 목록표 및 급여 상대가치점수 정정고시 안내,2024-12-24,https://www.kha.or.kr/impart/notice/list
